Value of x  ,  Value of y  
3.29082 , 5.12747
1.77003 , 4.31712
4.60418 , 4.62057
5.59088 , 3.86461
5.51077 , 5.94561
6.28026 , 2.41881
4.34327 , 4.54272
5.26225 , 4.20538
4.33673 , 4.93438
3.31767 , 1.82379
3.00611 , 2.68859
5.40179 , 3.53679
4.33389 , 2.40997
3.78729 , 4.96652
3.59926 , 5.25966
4.26435 , 2.79872
3.56679 , 3.275
4.79648 , 3.18317
3.76739 , 3.90388
4.04396 , 3.89955
4.58011 , 3.92478
4.13783 , 4.01589
6.05339 , 3.36728
5.03151 , 4.83117
3.21099 , 2.35254
5.71561 , 5.53825
4.50659 , 3.39836
2.01697 , 4.06467
2.61928 , 3.00856
3.50125 , 5.38696
3.38088 , 2.09116
5.79806 , 2.02292
4.30154 , 3.7695
4.04916 , 4.03895
2.83159 , 4.56343
4.27527 , 6.43667
4.65763 , 3.94386
3.80422 , 2.93479
3.93153 , 3.54207
4.66538 , 3.11726
2.56306 , 3.88227
2.25916 , 4.12601
4.32306 , 4.04688
4.31252 , 4.24982
4.53834 , 2.34542
4.04403 , 3.70931
4.27521 , 3.01204
1.06375 , 3.12444
2.69987 , 2.77081
2.16195 , 4.37104
2.41035 , 4.58385
3.5986 , 4.18669
4.50767 , 5.27527
3.45402 , 3.23955
3.22373 , 2.80553
4.68249 , 3.19108
3.71563 , 3.88452
3.76725 , 6.36815
3.73297 , 3.34858
4.68726 , 4.78631
4.15444 , 3.17881
4.30202 , 3.10763
4.69399 , 5.06106
3.67848 , 3.1103
4.83396 , 4.12355
4.49706 , 3.46723
4.40567 , 3.36957
1.36171 , 3.2285
1.87059 , 3.65398
4.44936 , 4.50865
4.86817 , 4.00597
1.97217 , 5.02178
3.33614 , 2.83557
2.80876 , 5.31275
4.86902 , 2.88109
2.43415 , 3.90938
3.93609 , 4.50198
4.31147 , 4.96345
3.93872 , 4.50885
3.27431 , 2.79275
5.37761 , 3.7183
3.17422 , 5.38622
3.02276 , 3.00216
3.31271 , 3.29226
2.36649 , 4.98124
5.51871 , 3.96847
4.35214 , 3.18967
5.17511 , 4.964
1.8387 , 4.20473
2.20543 , 4.78752
4.79217 , 6.21589
4.06181 , 4.35601
2.68383 , 3.43289
2.40493 , 5.73609
3.37747 , 4.31712
4.82101 , 3.63083
4.36497 , 4.16761
5.61732 , 4.83819
5.21859 , 3.66298
2.7003 , 4.89117
3.53228 , 6.28915
3.50673 , 4.44246
3.55942 , 3.5052
4.42282 , 5.59751
4.59533 , 3.36605
5.37174 , 3.20273
5.5014 , 4.55053
4.15449 , 5.15286
2.32405 , 3.35426
3.41313 , 3.46069
4.29068 , 3.07924
4.57655 , 3.73802
4.90723 , 4.95711
3.53568 , 2.75983
6.0956 , 4.88683
5.7089 , 4.4822
6.77821 , 4.08041
5.04104 , 3.21072
2.57566 , 4.68337
4.11834 , 5.39224
3.8709 , 5.33368
2.81768 , 4.66839
2.76906 , 4.00061
4.35031 , 4.75966
4.00203 , 3.26803
4.18992 , 3.30664
4.33216 , 3.87962
6.2063 , 4.44929
5.13374 , 3.6568
4.85007 , 4.52699
3.73861 , 3.35668
3.58167 , 4.8396
4.22505 , 4.16532
4.35657 , 3.23532
3.52693 , 5.78583
4.33431 , 3.14154
5.1732 , 3.06675
3.79698 , 3.26327
3.13727 , 3.51165
3.40039 , 5.08918
4.36618 , 3.64317
2.93889 , 4.57999
5.04784 , 4.0797
4.63007 , 3.2593
2.82079 , 5.58814
5.48438 , 3.64532
4.86262 , 4.75574
5.80015 , 3.0596
4.99775 , 3.67082
4.40511 , 4.61557
4.27086 , 3.03717
2.30022 , 3.73035
4.26625 , 3.21747
5.58336 , 4.08354
6.27788 , 4.38769
3.13084 , 4.53967
4.63125 , 5.02802
2.28231 , 4.31564
3.54903 , 5.36791
3.08383 , 3.63501
4.88974 , 3.11803
3.98843 , 3.84651
5.39172 , 3.18318
3.20969 , 3.72168
3.90928 , 5.08417
2.25024 , 5.4367
3.01329 , 4.16908
3.3647 , 3.0841
4.40602 , 1.24087
2.90502 , 3.29273
5.52073 , 3.36824
3.5921 , 3.1227
2.65274 , 3.86702
3.99262 , 4.80513
4.76208 , 3.92206
3.94886 , 3.8624
4.55298 , 4.51636
4.60224 , 4.28502
4.61555 , 3.68352
5.0786 , 4.20992
2.76129 , 3.45941
4.35082 , 2.53008
4.70991 , 2.31667
4.2155 , 4.70382
3.75225 , 5.31944
3.83998 , 4.61636
4.34143 , 3.45225
4.71431 , 4.30275
4.3832 , 2.55916
5.55073 , 3.15767
3.76835 , 4.05108
4.7542 , 3.7408
3.20012 , 5.56884
4.93163 , 3.87419
4.71286 , 2.42828
2.89264 , 2.44306
3.30273 , 2.4421
4.02287 , 5.88327
1.7459 , 4.35297
2.1315 , 3.47712
3.66901 , 2.57136
5.12889 , 3.48087
3.97675 , 2.94641
4.33133 , 4.74259
4.38439 , 4.38828
4.15634 , 4.14135
4.59201 , 5.36291
3.30791 , 3.1047
3.62151 , 4.13528
5.94609 , 1.99086
4.68072 , 4.08248
1.92556 , 2.46001
3.32039 , 4.81898
4.48871 , 4.07524
2.58494 , 3.45568
4.7521 , 4.78673
4.78236 , 3.31453
4.98048 , 3.89854
3.30125 , 4.4153
4.10744 , 4.90104
4.52409 , 4.64148
3.85338 , 4.12028
3.84629 , 6.09135
2.39069 , 3.51766
2.9583 , 4.6977
5.07831 , 3.9393
3.91779 , 5.24619
3.89202 , 4.05166
3.51553 , 4.6214
6.19778 , 4.99353
2.37196 , 3.97788
3.03015 , 3.31436
3.3802 , 5.35336
3.6397 , 3.57406
4.82547 , 2.28283
4.02111 , 2.55303
4.74261 , 3.77901
5.58243 , 3.04932
3.14467 , 4.7007
3.05031 , 3.88417
4.20594 , 5.06198
3.7832 , 2.71537
3.22049 , 5.71198
5.79312 , 3.19796
5.73157 , 3.57503
4.22485 , 4.63788
4.50514 , 2.56433
2.44784 , 4.32159
3.28736 , 2.95626
4.55029 , 4.62226
3.32453 , 5.76514
3.90285 , 3.8767
3.23419 , 3.83087
4.39947 , 3.63503
5.06978 , 3.74437
3.7118 , 3.87427
6.4108 , 3.1406
2.92528 , 4.3368
4.02278 , 5.42534
4.06782 , 3.07511
5.2949 , 2.69913
4.17456 , 3.97537
2.82641 , 3.71515
3.14256 , 3.67126
4.134 , 2.56779
5.31358 , 3.35386
2.58561 , 5.56496
5.44404 , 3.70953
4.65964 , 3.80924
4.54926 , 5.15823
1.44935 , 3.53139
4.14074 , 4.64604
5.13337 , 5.84554
4.76655 , 3.00723
4.40609 , 3.11101
3.66612 , 4.24796
3.95082 , 6.23475
4.27739 , 4.21759
4.49167 , 4.47192
3.22337 , 4.5537
4.57788 , 4.80534
4.27591 , 5.84911
4.15502 , 4.60597
3.41858 , 3.45269
4.44278 , 4.31759
5.16102 , 4.2852
2.77253 , 4.93632
4.46651 , 3.8952
1.86003 , 2.08459
3.45681 , 3.93075
4.07872 , 3.83821
5.21142 , 4.37259
4.97168 , 4.38799
3.92204 , 3.60655
3.66589 , 3.04461
5.21664 , 3.85376
4.93353 , 5.2287
5.42322 , 4.03054
3.38507 , 4.95095
2.24453 , 4.84331
3.76043 , 2.18201
1.83349 , 3.36594
5.28954 , 3.86473
4.42166 , 5.27216
3.07781 , 3.86438
3.94937 , 4.77736
4.89251 , 2.76407
3.93294 , 4.48273
3.84717 , 4.09436
5.9915 , 5.96046
3.38273 , 4.04214
3.87009 , 5.46315
4.18212 , 5.21032
2.63444 , 4.68799
4.17268 , 5.15199
5.54045 , 4.05067
3.4854 , 3.85824
3.53658 , 3.1447
5.27275 , 4.29599
3.45113 , 3.71367
4.01616 , 5.61278
4.09996 , 4.69306
5.34311 , 4.83269
4.96043 , 2.92595
3.23678 , 4.60503
5.05158 , 4.56167
4.54843 , 1.83784
4.02656 , 5.49178
4.32825 , 4.02075
3.08648 , 4.08719
3.70223 , 4.9479
3.40813 , 3.91369
2.70206 , 3.27364
4.13853 , 3.31039
4.4501 , 4.19129
2.03373 , 3.12286
3.89433 , 4.80864
3.57164 , 2.88869
4.10777 , 3.24366
3.68768 , 5.60342
4.76302 , 3.42295
2.97766 , 2.18587
4.19802 , 4.6943
2.97583 , 4.30112
3.72208 , 2.44626
3.78223 , 4.20567
3.89852 , 3.92016
2.66724 , 3.17647
4.16401 , 5.13226
1.31528 , 3.47109
4.21661 , 5.48757
5.04328 , 2.93667
3.29634 , 3.50917
2.40903 , 5.31589
5.04824 , 3.80404
7.09848 , 3.1869
2.87042 , 5.35496
4.27439 , 3.82759
4.02 , 3.93228
3.86253 , 4.84349
3.98628 , 4.05487
4.60897 , 4.68954
3.69601 , 2.07549
5.39097 , 2.20651
3.00125 , 2.95597
5.90019 , 3.52757
4.06942 , 3.34896
3.29694 , 4.09907
3.08668 , 2.15013
1.22228 , 5.14043
2.99886 , 3.60939
4.6573 , 4.73697
3.54161 , 2.78056
4.7789 , 5.00898
2.68221 , 3.88282
4.87235 , 5.93131
4.41874 , 3.47924
3.53145 , 5.67877
4.02033 , 4.34142
5.38516 , 4.45915
4.03248 , 3.66036
5.71154 , 6.565
4.4675 , 3.68708
3.96511 , 3.47123
4.543 , 2.62875
1.50907 , 5.01077
5.43453 , 4.57501
3.2961 , 4.79753
3.77149 , 2.15991
3.87151 , 3.96991
4.19075 , 4.1417
4.37613 , 3.95443
5.38003 , 4.02058
4.25891 , 4.05501
3.86101 , 5.10159
4.92603 , 3.88875
3.27352 , 4.47528
2.48794 , 6.08093
3.36253 , 3.20901
3.24526 , 3.43411
4.82397 , 1.34965
4.29045 , 4.52729
4.43108 , 4.24983
3.36722 , 4.89608
4.21667 , 2.28298
2.79413 , 3.24605
4.71452 , 3.27202
2.96834 , 3.21136
5.15014 , 4.97767
2.58318 , 3.4909
3.90712 , 2.21481
3.5467 , 2.6845
3.09208 , 3.45785
4.67425 , 3.94221
3.01753 , 3.93447
5.31455 , 3.14872
5.36394 , 3.98841
4.45852 , 5.51244
5.22552 , 4.92498
4.12829 , 5.08352
4.63735 , 5.15751
2.9076 , 3.57486
3.95357 , 3.37748
2.6903 , 2.72562
3.0832 , 4.18013
5.47336 , 4.54731
4.13756 , 3.86449
3.72435 , 5.64074
3.59154 , 6.79806
3.32549 , 3.31779
5.83788 , 3.97874
5.40583 , 3.69188
3.03314 , 3.52338
3.44264 , 4.91565
2.97032 , 3.93117
2.70825 , 4.35208
5.63259 , 6.68177
4.61518 , 4.18155
3.29114 , 4.34037
5.56123 , 3.91482
4.70017 , 4.97792
3.60916 , 3.932
3.42109 , 4.83782
5.14226 , 3.82333
3.77137 , 3.77577
3.07525 , 3.09129
6.15125 , 3.31469
4.15834 , 3.84574
4.21293 , 3.70486
3.9901 , 3.82556
3.51687 , 3.78394
4.44888 , 5.26899
6.5139 , 2.59005
4.80849 , 3.32676
3.42847 , 4.7338
5.9963 , 4.37874
6.21813 , 4.47295
4.79784 , 2.912
3.60548 , 3.84039
4.26222 , 4.53388
3.76612 , 5.91533
4.87216 , 2.93503
4.44391 , 3.51593
3.64015 , 4.57541
3.81043 , 2.13983
3.09751 , 4.0042
4.14148 , 5.00092
4.60434 , 4.71487
5.76264 , 3.42438
2.76375 , 2.73636
4.13333 , 3.94771
3.1499 , 4.34031
4.25205 , 2.71398
3.12687 , 3.88797
4.78179 , 4.99633
5.97625 , 3.11411
2.45394 , 4.57694
4.32546 , 1.80876
3.55919 , 4.58936
3.27167 , 3.06401
3.16978 , 3.06242
4.93093 , 1.70848
4.22479 , 5.03436
2.8838 , 5.44863
2.79188 , 2.86419
3.96491 , 3.57862
3.16401 , 3.83265
4.63971 , 3.56155
2.49869 , 2.96368
5.75447 , 2.60799
3.8405 , 5.16689
2.78876 , 3.1617
5.44313 , 4.22389
4.09487 , 3.27713
4.08959 , 3.8766
3.65173 , 5.92044
5.70119 , 5.98339
4.37612 , 4.65005
4.21784 , 4.89281
5.74093 , 3.61119
4.65609 , 4.52508
3.62461 , 2.25639
4.79396 , 5.51221
5.66225 , 2.56982
3.46717 , 3.27396
3.9541 , 3.35672
3.87585 , 4.2326
5.68922 , 3.78728
4.80986 , 3.94362
4.28046 , 4.08588
4.82537 , 5.11225
3.52155 , 3.99184
4.98037 , 4.39671
5.12813 , 3.50162
3.70136 , 4.5834
4.3883 , 2.28606
2.69226 , 4.38961
4.30222 , 3.9195
4.08654 , 5.20586
2.06015 , 2.01541
2.26224 , 3.21303
3.7123 , 3.81563
4.19293 , 5.52109
4.21748 , 3.96192
4.29947 , 4.19359
4.57512 , 5.10692
5.07818 , 3.90989
6.18573 , 2.16935
4.39112 , 3.37818
5.04204 , 5.11402
4.02425 , 2.49738
4.06641 , 4.60052
4.38135 , 4.85495
3.32238 , 5.33379
4.06602 , 3.11044
2.1177 , 3.40124
3.6634 , 3.76701
3.27068 , 4.64946
3.41636 , 3.32845
3.68597 , 4.22574
4.11283 , 3.64996
4.89937 , 3.71993
2.77804 , 4.2716
3.40333 , 4.25118
5.21405 , 4.56772
6.13647 , 3.21215
4.00037 , 4.09357
2.70725 , 4.47162
4.43516 , 4.25581
4.72805 , 2.9883
3.48558 , 4.4893
3.0773 , 1.8213
6.69105 , 3.16959
3.82746 , 5.42439
5.83232 , 4.78623
4.7589 , 2.22868
6.25545 , 3.2056
4.69827 , 4.99169
3.82967 , 5.29977
3.8424 , 3.1899
3.79852 , 4.37789
3.13973 , 3.9642
4.01618 , 4.28102
3.29243 , 3.30697
2.66002 , 3.53629
3.89495 , 4.03712
5.34269 , 4.44743
3.37731 , 3.56328
3.59005 , 5.20425
2.92362 , 3.81592
3.74733 , 5.21295
2.49802 , 3.80703
5.01708 , 5.53874
5.52195 , 4.35721
3.38926 , 3.98236
4.72312 , 3.49855
4.08237 , 3.82709
4.82147 , 5.2008
5.7554 , 3.62932
3.61504 , 4.87113
4.91982 , 5.03642
5.97901 , 4.32792
4.5825 , 4.90856
4.52097 , 2.90153
4.62756 , 2.47419
2.5548 , 4.95568
3.61969 , 2.35163
0.855998 , 2.44098
5.12264 , 3.17794
5.60944 , 3.75825
2.13244 , 2.86365
5.05242 , 4.12261
4.56062 , 4.09936
2.61979 , 4.82466
3.90354 , 3.2018
2.96548 , 4.90565
3.65816 , 3.08125
4.92926 , 5.74613
4.26453 , 6.016
4.45357 , 2.29476
5.29314 , 2.98112
3.67431 , 4.0505
3.73616 , 3.74122
4.67759 , 2.52147
3.23914 , 2.77543
2.92039 , 4.33821
4.62787 , 4.02275
5.67224 , 4.28596
2.65287 , 4.00713
4.18013 , 3.0561
4.25697 , 3.57397
4.98859 , 3.31586
3.80326 , 4.67183
3.1563 , 3.09541
4.42178 , 3.02488
3.4064 , 4.65471
3.4882 , 4.91919
3.24187 , 3.91884
4.93556 , 3.79045
4.33989 , 5.54251
3.20871 , 4.62304
3.23954 , 4.86629
4.92617 , 4.34465
3.20339 , 2.93347
6.3359 , 5.50263
3.48135 , 4.9357
5.00101 , 3.25741
4.23923 , 4.23752
4.90241 , 4.83317
2.35897 , 3.68673
4.91544 , 3.25549
3.27079 , 3.68708
3.56263 , 3.7982
3.83516 , 4.37801
5.03995 , 6.07429
3.88385 , 3.86099
2.7786 , 3.99978
3.94231 , 4.76508
3.39817 , 4.67356
4.463 , 1.95291
3.36818 , 2.19691
6.23584 , 4.79742
5.26424 , 5.37088
4.78119 , 4.48573
4.78029 , 2.64491
4.38382 , 3.66888
3.97435 , 3.93642
4.26091 , 2.31511
2.4925 , 3.52686
5.16574 , 3.17763
3.2842 , 2.44077
4.48097 , 4.97513
4.6673 , 2.41689
3.37558 , 2.67875
2.95615 , 4.23976
3.24083 , 4.11252
3.83873 , 3.51563
6.27509 , 5.45835
3.04876 , 3.63989
2.77726 , 4.47579
3.1933 , 4.13885
4.58534 , 4.60826
3.83994 , 3.38812
3.46641 , 3.28746
4.07223 , 6.48825
3.46758 , 3.5811
3.9883 , 4.24208
4.97401 , 4.51811
4.21193 , 4.78745
2.38888 , 3.76564
3.47937 , 4.73613
4.35132 , 4.11463
3.08963 , 3.49834
5.61238 , 3.00524
3.59278 , 5.16134
4.73807 , 2.55204
4.67609 , 4.13089
2.35717 , 3.30693
4.19561 , 3.02264
4.13804 , 4.41769
3.76961 , 4.70864
5.07903 , 3.33786
4.65069 , 5.84624
2.79019 , 3.50732
3.8033 , 5.20117
3.65438 , 3.23941
3.03371 , 4.77273
3.5201 , 2.32637
2.63048 , 2.40355
2.67492 , 3.64268
4.46885 , 4.79669
3.81081 , 3.36959
4.46381 , 3.39168
3.02215 , 2.37516
5.15187 , 4.31686
5.89559 , 4.11584
4.31074 , 2.93728
3.79889 , 4.58798
2.44208 , 4.57381
4.56652 , 2.8284
2.99619 , 6.02133
4.79296 , 3.74441
4.64318 , 3.65323
4.18707 , 3.68273
5.77936 , 3.58103
4.20512 , 5.93161
3.85651 , 4.22817
4.06867 , 5.80096
4.21187 , 3.06953
4.30201 , 5.96586
3.9236 , 4.22015
2.26589 , 3.27592
4.50965 , 3.56309
4.87868 , 4.67635
4.14114 , 7.22602
4.60578 , 3.43478
2.11466 , 4.07081
1.53335 , 5.23322
1.77604 , 2.62018
4.16698 , 4.65892
3.49616 , 3.53263
3.00274 , 4.51555
5.57229 , 4.08292
4.21029 , 3.33527
4.74278 , 3.95335
3.05269 , 5.00484
3.3893 , 4.58183
5.03227 , 3.13954
4.54747 , 3.31497
4.4217 , 3.59171
6.02192 , 3.0524
3.80814 , 4.1508
4.40591 , 2.98025
4.54117 , 4.43035
3.97381 , 3.77196
4.07121 , 3.1933
3.12961 , 3.94049
4.84777 , 1.87369
3.22941 , 4.62939
2.76157 , 3.85414
4.50395 , 3.3292
5.86132 , 3.96802
1.66565 , 2.07413
4.99618 , 2.80132
5.01946 , 2.65786
4.79493 , 4.90537
3.17519 , 3.71823
3.84461 , 3.85168
4.3221 , 4.05793
2.72137 , 4.06332
4.81229 , 2.78767
4.47686 , 2.8545
4.92389 , 5.34076
4.37739 , 3.88193
2.63185 , 3.62357
5.83704 , 3.7629
2.68223 , 3.74661
2.99749 , 3.22925
4.36313 , 3.58704
3.25614 , 2.94254
6.71554 , 2.36567
4.63134 , 3.22904
4.90219 , 4.90297
2.82661 , 2.22066
4.68248 , 3.7925
2.81226 , 4.23571
4.43249 , 3.78851
4.25645 , 5.63995
3.29613 , 3.45593
2.76458 , 3.39085
5.89255 , 3.55081
6.14472 , 3.93285
4.20606 , 4.78885
3.88939 , 4.81974
3.75815 , 4.90719
3.81257 , 3.78662
5.77661 , 5.27466
3.8432 , 7.11062
4.31348 , 4.10754
2.8847 , 2.7385
5.50336 , 4.06576
4.0065 , 3.95023
4.55092 , 3.63788
1.66822 , 5.90128
4.02833 , 3.95064
3.74879 , 2.65429
4.26014 , 4.04458
2.87707 , 3.59407
3.59067 , 1.87722
4.02867 , 3.09148
4.27631 , 4.79413
4.79789 , 5.18099
4.68802 , 3.91442
4.89581 , 3.29862
5.51987 , 4.39873
5.07244 , 3.35372
4.82171 , 5.84898
4.07724 , 3.54453
2.95466 , 3.40633
3.23467 , 4.26672
4.04154 , 3.14796
2.96474 , 4.71313
3.65201 , 5.90174
4.21911 , 3.96606
4.86255 , 4.36511
3.52869 , 4.44746
4.0761 , 5.05956
4.23351 , 5.54981
3.38554 , 4.39703
3.71137 , 3.80877
2.48305 , 5.42805
2.35915 , 4.88672
3.29634 , 5.0212
2.69855 , 3.0283
4.12236 , 3.80041
3.1676 , 5.13283
4.01742 , 2.62151
3.08472 , 5.66538
4.09372 , 4.00078
4.23079 , 3.29797
3.58228 , 2.94367
4.53477 , 4.06383
2.27099 , 4.01505
2.37453 , 3.0454
2.51625 , 3.53392
5.52368 , 5.38772
2.85716 , 3.35927
5.79096 , 4.071
5.97361 , 3.80441
3.84534 , 3.76871
2.82137 , 4.50079
4.59444 , 3.32511
2.9749 , 3.73735
2.19233 , 4.00609
4.40845 , 2.47573
5.39738 , 3.30115
4.35146 , 4.42217
4.34871 , 5.16711
4.51575 , 4.54155
2.71147 , 4.09259
3.57897 , 4.85383
4.51782 , 3.61851
4.4924 , 4.37291
2.67362 , 4.12536
3.97997 , 5.66465
5.51252 , 4.29492
6.63496 , 4.44481
3.97134 , 5.77181
4.27775 , 3.32882
6.4771 , 2.62214
4.43346 , 4.24325
2.85376 , 3.84004
3.57245 , 3.44858
4.01787 , 3.10383
4.12237 , 4.07472
2.34929 , 4.66086
2.90913 , 3.81336
4.12385 , 3.28198
3.92427 , 3.87042
2.96701 , 3.5523
3.81122 , 3.30903
3.27476 , 3.7816
2.79198 , 5.09474
1.84752 , 3.24884
3.03507 , 4.25616
5.30361 , 5.62903
5.92613 , 4.30006
3.47604 , 5.33464
5.07125 , 5.43017
1.73448 , 3.83724
5.71056 , 3.99888
4.48484 , 3.79048
4.26713 , 2.7386
2.6837 , 2.44348
3.11272 , 4.11268
5.79733 , 3.82017
4.49487 , 5.18659
3.87777 , 2.46572
2.39056 , 5.50701
2.42132 , 4.09096
4.49581 , 6.29223
3.49801 , 3.17641
2.70174 , 5.03471
4.12661 , 3.61988
2.84984 , 4.26718
3.15437 , 5.35023
4.84671 , 4.80722
3.39872 , 4.91542
3.77598 , 4.55509
4.42505 , 2.82361
3.43573 , 2.50852
4.74836 , 2.96258
3.90143 , 4.16795
4.73096 , 4.82013
4.06076 , 3.44867
5.66861 , 4.76074
3.28008 , 3.4731
4.13489 , 4.74471
4.9987 , 3.27839
3.94181 , 3.02818
3.87058 , 3.80866
3.76149 , 3.53182
3.06902 , 4.57346
3.65199 , 4.80606
4.73939 , 4.14934
5.04067 , 4.58254
2.66979 , 2.61725
5.06692 , 2.98642
2.65523 , 3.56843
3.58433 , 5.05734
4.0232 , 5.60735
4.84975 , 3.55081
3.52771 , 4.35653
3.63177 , 2.34405
3.51114 , 3.17832
6.86527 , 4.34413
6.15291 , 2.38341
4.41174 , 5.14423
4.00684 , 4.35392
6.12086 , 3.92301
3.55201 , 2.96734
3.69788 , 4.54709
3.92065 , 2.90199
2.69578 , 4.48719
4.68192 , 1.93259
3.61797 , 5.04591
4.02181 , 4.73825
3.77837 , 3.36872
3.91106 , 4.36918
4.58602 , 4.08441
3.10262 , 2.4295
5.31066 , 4.83169
3.64543 , 4.80385
4.82165 , 3.25013
2.86035 , 4.22164
2.88725 , 3.51169
3.78608 , 5.77215
3.81715 , 5.17385
4.08065 , 4.54187
4.40086 , 0.895523
3.41562 , 3.55927
3.03724 , 3.96226
4.67501 , 3.17047
4.24535 , 3.65447
3.12307 , 4.6483
5.3537 , 5.12955
4.41107 , 2.45597
5.16455 , 2.36611
2.96495 , 4.44197
4.03232 , 3.32772
5.63527 , 5.73009
3.56022 , 3.11593
5.30952 , 1.50269
4.14274 , 4.43492
2.84487 , 3.74754
3.36236 , 3.8597
3.2745 , 2.59372
4.57215 , 4.26837
2.10132 , 4.14844
3.4103 , 3.95309
2.81383 , 4.22516
4.12417 , 5.69567
2.87573 , 3.72217
4.49035 , 3.55273
3.86497 , 2.79293
5.27379 , 2.2888
3.18648 , 3.1228
2.24199 , 3.18789
5.55265 , 2.92397
4.15797 , 4.48308
3.08564 , 4.12644
5.6667 , 2.77036
3.50759 , 4.20779
4.51063 , 3.61909
2.62825 , 3.35164
4.36674 , 3.92124
4.57331 , 4.59045
4.59067 , 2.50905
2.4059 , 4.34873
2.00808 , 4.12157
5.17532 , 4.54262
4.77196 , 3.94061
4.16013 , 6.08643
5.54557 , 4.88757
2.86907 , 3.32279
4.16439 , 2.29799
2.32145 , 3.96671
4.13337 , 3.62007
3.13894 , 2.95958
3.13648 , 2.93779
2.61132 , 4.23866
5.36963 , 4.06855
3.37716 , 4.15763
5.52097 , 4.56743
5.18975 , 3.78527
4.67007 , 3.29534
3.40396 , 5.19376
3.62304 , 3.86679
3.1144 , 5.4614
2.9718 , 5.57331
4.07053 , 4.02893
3.144 , 4.80083
5.07073 , 2.81713
3.53899 , 5.03765
2.26378 , 3.40961
3.87003 , 2.46862
4.33073 , 3.79754
3.55847 , 2.34724
3.46552 , 4.02868
5.117 , 4.06961
4.79223 , 3.31795
3.24575 , 4.62051
5.02241 , 4.24921
3.92399 , 2.47485
3.60433 , 5.40847
5.87627 , 3.09093
4.9927 , 4.53584
2.95147 , 3.05851
4.54626 , 2.00409
2.6716 , 6.22034
5.04298 , 4.28849
4.90147 , 5.24339
2.96568 , 3.86606
3.85746 , 3.01588
3.36458 , 3.70206
5.66622 , 4.70355
4.09432 , 2.94329
3.52119 , 2.8608
4.21653 , 2.66373
4.27562 , 4.24947
3.9005 , 5.63652
3.12629 , 3.91537
4.13319 , 4.54265
3.82863 , 3.91164
4.54362 , 3.0039
5.30687 , 4.87393
3.99985 , 4.804
4.09831 , 4.64848
3.73813 , 4.09487
3.13131 , 4.86339
3.32303 , 4.79398
4.9677 , 4.31864
4.37345 , 3.93473
4.42149 , 4.45536
2.99861 , 3.19932
4.52793 , 2.49928
2.82719 , 5.17543
4.1712 , 4.35346
4.61307 , 5.3028
3.03323 , 3.34371
4.62584 , 3.93225
5.1651 , 4.05742
3.76837 , 4.87159
2.92294 , 4.5172
5.99406 , 3.08668
1.07739 , 4.14597
3.36038 , 3.87906
3.5088 , 3.33465
3.71046 , 4.28731
1.44151 , 3.49376
4.04268 , 2.95391
3.74429 , 2.92071
4.86113 , 4.26788
3.79853 , 5.19805
5.03404 , 1.83621
2.38282 , 3.27297
4.5833 , 4.26636
3.71768 , 3.42567
3.81708 , 4.49661
4.17388 , 5.50338
2.63948 , 6.06532
2.84622 , 3.46864
2.24038 , 1.79999
4.43006 , 6.36076
3.83188 , 4.33623
3.34009 , 4.0208
3.01311 , 3.68769
5.04264 , 4.6887
3.39939 , 4.2773
5.40039 , 3.43328
4.17086 , 3.75886
2.87819 , 2.77022
4.4185 , 4.29859
3.0788 , 3.65637
4.33324 , 6.13742
4.15323 , 3.24001
5.27 , 5.61415
6.202 , 5.18284
4.55605 , 5.61664
4.57788 , 3.8146
3.33512 , 5.64067
1.16298 , 4.32012
3.57785 , 2.72747
3.23693 , 2.99013
3.99001 , 2.66843
3.59258 , 3.39171
4.69777 , 4.73576
4.80002 , 4.67705
5.25836 , 2.22561
4.5034 , 3.52769
3.80714 , 3.96683
5.50955 , 4.55395
3.15311 , 4.42826
4.61169 , 4.07864
2.51716 , 2.43979
4.08138 , 4.45523
2.58654 , 3.86531
4.76635 , 3.62599
2.61353 , 5.22361
3.0509 , 5.55345
4.02856 , 2.52513
5.03134 , 4.0473
5.41466 , 5.44447
3.63426 , 4.25148
3.84322 , 3.63835
2.95952 , 5.21062
2.90831 , 1.87796
3.99174 , 3.51774
1.83614 , 3.47138
4.86022 , 4.12346
4.58258 , 4.69122
3.6938 , 3.42845
3.09651 , 1.82038
3.52242 , 4.60741
3.76292 , 4.13246
2.83495 , 4.83562
5.11817 , 2.1711
3.8627 , 4.95929
3.58991 , 5.45596
4.25401 , 5.01801
4.95641 , 4.058
4.22021 , 5.36289
3.15028 , 3.9726
4.43603 , 4.54437
3.83117 , 3.63539
3.79062 , 2.6871
6.53712 , 4.5937
4.6561 , 4.21388
3.89692 , 2.67719
3.84458 , 3.63455
4.27295 , 5.59612
5.69582 , 6.52717
4.87987 , 4.50345
4.75681 , 5.40891
3.49757 , 3.42365
4.35898 , 2.14457
5.1119 , 2.72625
3.77002 , 3.22127
4.53444 , 4.83905
2.93984 , 3.04854
3.44203 , 2.87534
3.3312 , 2.63229
4.99739 , 4.08162
3.19409 , 5.41734
2.36936 , 1.77326
4.52014 , 4.72483
3.64993 , 4.70868
5.00575 , 4.65596
4.43585 , 4.00164
4.13345 , 2.33079
4.27543 , 4.33882
3.65368 , 5.66683
4.53249 , 4.8945
4.25419 , 4.04076
2.83285 , 5.76306
4.11474 , 5.50259
